"Target","Class","Type","Package","InstalledVersion","Advisory","Severity","FixedVersion","VendorStatus","AffectsCandidate","Disposition","Rationale"
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libssl3","3.0.20-1~deb12u2","CVE-2025-27587","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","openssl","3.0.20-1~deb12u2","CVE-2025-27587","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsqlite3-0","3.40.1-2+deb12u2","CVE-2025-29088","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","coreutils","9.1-1","CVE-2025-5278","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libncursesw6","6.4-4","CVE-2025-6141","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libtinfo6","6.4-4","CVE-2025-6141","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","ncurses-base","6.4-4","CVE-2025-6141","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","ncurses-bin","6.4-4","CVE-2025-6141","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsqlite3-0","3.40.1-2+deb12u2","CVE-2025-70873","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libgssapi-krb5-2","1.20.1-2+deb12u5","CVE-2026-11850","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libk5crypto3","1.20.1-2+deb12u5","CVE-2026-11850","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libkrb5-3","1.20.1-2+deb12u5","CVE-2026-11850","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libkrb5support0","1.20.1-2+deb12u5","CVE-2026-11850","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"Python","lang-pkgs","python-pkg","pip","25.0.1","CVE-2026-1703","LOW","26.0","fixed","YES","ACCEPT","Base-layer pip is present outside the active /opt/venv environment; the service does not invoke it. Medium/Low tooling-path residual risk is retained."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsystemd0","252.39-1~deb12u2","CVE-2026-40228","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libudev1","252.39-1~deb12u2","CVE-2026-40228","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libssl3","3.0.20-1~deb12u2","CVE-2026-42767","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","openssl","3.0.20-1~deb12u2","CVE-2026-42767","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","diffutils","1:3.8-4","CVE-2026-53910","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","coreutils","9.1-1","CVE-2026-56391","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","coreutils","9.1-1","CVE-2026-56392","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","gpgv","2.2.40-1.1+deb12u2","CVE-2026-57062","LOW",,"fix_deferred","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","tar","1.34+dfsg-1.2+deb12u1","TEMP-0290435-0B57B5","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","sysvinit-utils","3.06-4","TEMP-0517018-A83CE6","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","login","1:4.13+dfsg1-1+deb12u2","TEMP-0628843-DBAD28","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","passwd","1:4.13+dfsg1-1+deb12u2","TEMP-0628843-DBAD28","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","bash","5.2.15-2+b13","TEMP-0841856-B18BAF","LOW",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","perl-base","5.36.0-7+deb12u3","CVE-2026-15534","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","perl-base","5.36.0-7+deb12u3","CVE-2026-19487","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","bsdutils","1:2.38.1-5+deb12u3","CVE-2026-53613","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libblkid1","2.38.1-5+deb12u3","CVE-2026-53613","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libmount1","2.38.1-5+deb12u3","CVE-2026-53613","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libsmartcols1","2.38.1-5+deb12u3","CVE-2026-53613","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","libuuid1","2.38.1-5+deb12u3","CVE-2026-53613","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","mount","2.38.1-5+deb12u3","CVE-2026-53613","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","util-linux","2.38.1-5+deb12u3","CVE-2026-53613","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","util-linux-extra","2.38.1-5+deb12u3","CVE-2026-53613","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
"sha256:b05d7725d17df2da7b94f8b73afc0aa9d6bcc384a227b48a1d031640104c3b0f (debian 12.15)","os-pkgs","debian","perl-base","5.36.0-7+deb12u3","CVE-2026-7017","UNKNOWN",,"affected","YES","ACCEPT","Medium, Low, or Unknown severity residual finding retained for transparency; no release-gate escalation under the review policy."
